,no_of_sales_12M_1,no_of_Redemption_12M_1,no_of_sales_12M_10K,no_of_funds_sold_12M_1,no_of_funds_redeemed_12M_1,No_of_fund_curr,AUM,sales_curr,sales_12M_2018,redemption_curr,redemption_12M,new_Fund_added_12M_2018,aum_AC_EQUITY,aum_AC_FIXED_INCOME_MUNI,aum_AC_FIXED_INCOME_TAXABLE,aum_AC_MULTIPLE,aum_P_MF,aum_P_SMA
4782,-0.19937074861645024,-0.0977308920582477,-0.20784294346352924,-0.5739767686322398,-0.6277349384035434,-0.6932560679554115,-0.09752571680375337,-0.0850831945341062,-0.15178292818654557,0.09139451153971327,0.15562015665219692,-0.4157776643217589,-0.029783336163503527,-0.0789598129951342,-0.05828230754175621,-0.022409919826655706,-0.06744762597349928,-0.05619448685599466
3928,-0.18943682317773178,-0.09325188995696822,-0.20784294346352924,-0.15308050572840992,-0.22148525966405402,-0.3734146921143319,-0.09552408715951922,-0.0850831945341062,-0.15009697158152985,0.09139451153971327,0.15242911375301718,-0.4157776643217589,-0.029158228935981845,-0.07693757060364775,-0.05828230754175621,-0.022409919826655706,-0.06506285415892009,-0.05619448685599466
5846,0.5258058084099967,0.06351318358781334,0.8972687045529935,2.7931933345983992,3.028512170251861,2.1853163146143046,0.12252902626384295,2.2052458786577587,0.3026633896592209,-0.5267594901733708,-0.7952333151498623,2.9956939036281853,0.28981568891012155,0.01343493431495008,-0.019625083787385048,-0.022409919826655706,0.19472892124328967,-0.05619448685599466
339,-0.19937074861645024,-0.09325188995696822,-0.20784294346352924,-0.5739767686322398,-0.22148525966405402,-0.6932560679554115,-0.10050387002982222,-0.0850831945341062,-0.15178292818654557,0.09139451153971327,0.15298178149340724,-0.4157776643217589,-0.029158228935981845,-0.08273361295315214,-0.05828230754175621,-0.022409919826655706,-0.0709958427445117,-0.05619448685599466
3747,-0.19937074861645024,-0.0977308920582477,-0.20784294346352924,-0.5739767686322398,-0.6277349384035434,-0.6932560679554115,-0.09980373345201168,-0.0850831945341062,-0.15178292818654557,0.09139451153971327,0.15562015665219692,-0.4157776643217589,-0.029158228935981845,-0.08001954799429968,-0.0695377172003608,-0.022409919826655706,-0.07016168944251196,-0.05619448685599466
8119,-0.19937074861645024,-0.08877288785568875,-0.20784294346352924,-0.5739767686322398,-0.22148525966405402,-0.3734146921143319,-0.09730394113887048,-0.08403262344351682,-0.15178292818654557,0.07104792817470584,0.1513972271614608,-0.4157776643217589,-0.03620796252889782,-0.07305577952813778,-0.05828230754175621,-0.05212483161884661,-0.06718339909401846,-0.05619448685599466
6330,-0.19937074861645024,-0.0977308920582477,-0.20784294346352924,-0.5739767686322398,-0.6277349384035434,-0.6932560679554115,-0.13564950559929986,-0.0850831945341062,-0.15178292818654557,0.09139451153971327,0.15562015665219692,-0.4157776643217589,-0.05083570839751334,-0.11297720798305537,-0.05828230754175621,-0.022409919826655706,-0.11286888421999015,-0.05619448685599466
7489,-0.19937074861645024,-0.0977308920582477,-0.20784294346352924,-0.5739767686322398,-0.6277349384035434,-0.6932560679554115,-0.09766119317438703,-0.0850831945341062,-0.15178292818654557,0.09139451153971327,0.15562015665219692,-0.4157776643217589,-0.029563400422521355,-0.07922568002614246,-0.05828230754175621,-0.022409919826655706,-0.06760903456931985,-0.05619448685599466
3389,-0.19937074861645024,-0.0977308920582477,-0.20784294346352924,-0.5739767686322398,-0.6277349384035434,-0.6932560679554115,-0.10041598133520853,-0.0850831945341062,-0.15178292818654557,0.09139451153971327,0.15562015665219692,-0.4157776643217589,-0.036622312942102345,-0.0789598129951342,-0.05828230754175621,-0.022409919826655706,-0.07089113082523202,-0.05619448685599466
965,-0.19937074861645024,-0.0977308920582477,-0.20784294346352924,-0.5739767686322398,-0.6277349384035434,-0.053573316273252305,-0.08782450008821527,-0.0850831945341062,-0.15178292818654557,0.09139451153971327,0.15562015665219692,-0.4157776643217589,0.1664132518472911,-0.07348973699435869,-0.5957315448628551,-0.022409919826655706,-0.15996129974136808,0.11307407328441052
4054,-0.19937074861645024,-0.0977308920582477,-0.20784294346352924,-0.5739767686322398,-0.6277349384035434,-0.6932560679554115,-0.10875948995164848,-0.0850831945341062,-0.15178292818654557,0.09139451153971327,0.15562015665219692,-0.4157776643217589,-0.029158228935981845,-0.09234245011223212,-0.05828230754175621,-0.022409919826655706,-0.08083171311052187,-0.05619448685599466
